OMIM,label
600847,"S-PHASE KINASE-ASSOCIATED PROTEIN 1"
601140,"PROTEIN PHOSPHATASE 1, REGULATORY SUBUNIT 14B"
604313,"GALACTOKINASE 1"
609674,"ESTABLISHMENT OF COHESION 1, S. CEREVISIAE, HOMOLOG OF, 1"
609675,"SCLEROSTIN DOMAIN-CONTAINING PROTEIN 1"
108700,"ATAXIA WITH FASCICULATIONS"
609677,"OSTEOSARCOMA-AMPLIFIED GENE 9"
609670,"MIGRAINE WITH AURA, SUSCEPTIBILITY TO, 9"
609671,"SIX-TRANSMEMBRANE EPITHELIAL ANTIGEN OF PROSTATE 3"
609672,"EXOCYST COMPLEX COMPONENT 6"
609673,"PLATELET-DERIVED GROWTH FACTOR D"
601461,"ATONAL, DROSOPHILA, HOMOLOG OF, 1"
601460,"SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY, MEMBER 2A1"
601463,"HYALURONAN SYNTHASE 1"
516030,"COMPLEX IV, CYTOCHROME c OXIDASE SUBUNIT I"
601465,"DEOXYGUANOSINE KINASE"
601464,"AF4/FMR2 FAMILY, MEMBER 3"
601467,"MITOTIC ARREST-DEFICIENT 2, S. CEREVISIAE, HOMOLOG-LIKE 1"
601466,"PATENT DUCTUS VENOSUS"
600592,"MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 7"
600593,"CRANIOSYNOSTOSIS, ADELAIDE TYPE"
600590,"PROTEIN PHOSPHATASE 1, CATALYTIC SUBUNIT, BETA ISOFORM"
600591,"SMALL NUCLEAR RNA-ACTIVATING PROTEIN COMPLEX, POLYPEPTIDE 1"
600596,"MICROFIBRILLAR-ASSOCIATED PROTEIN 4"
600597,"PHOSPHOLIPASE C-LIKE 1"
600594,"DIGEORGE SYNDROME CRITICAL REGION GENE 2"
600595,"INTRAFLAGELLAR TRANSPORT 88, CHLAMYDOMONAS, HOMOLOG OF"
607669,"ADP-RIBOSYLATION-LIKE FACTOR 6-INTERACTING PROTEIN 1"
600598,"SETTING-SUN PHENOMENON, FAMILIAL BENIGN"
600599,"KRUPPEL-LIKE FACTOR 1"
607668,"ADP-RIBOSYLATION-LIKE FACTOR 6-INTERACTING PROTEIN 4"
211480,"BUERGER DISEASE"
612959,"EPITHELIAL SPLICING REGULATORY PROTEIN 1"
612958,"TRANSLATIONAL ACTIVATOR OF MITOCHONDRIALLY ENCODED CYTOCHROME c OXIDASE SUBUNIT I"
142765,"REGULATORY FACTOR X, 2"
142763,"H2A HISTONE FAMILY, MEMBER Z"
142760,"HISTONE GENE CLUSTER 2, H2A HISTONE FAMILY, MEMBER A3"
612908,"KERATOSIS PALMOPLANTARIS STRIATA II"
612909,"RAS-ASSOCIATED PROTEIN RAB6C"
612906,"RAS-ASSOCIATED PROTEIN RAB32"
612907,"tRNA NUCLEOTIDYLTRANSFERASE, CCA-ADDING, 1"
612904,"LIPOCALIN 10"
612905,"LIPOCALIN 12"
612902,"LIPOCALIN 8"
612903,"LIPOCALIN 9"
612900,"CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2"
612901,"TUBULIN, BETA-1"
600336,"SOLUTE CARRIER FAMILY 18 (VESICULAR ACETYLCHOLINE), MEMBER 3"
600337,"BRADYKININ RECEPTOR B1"
600334,"TIBIAL MUSCULAR DYSTROPHY, TARDIVE"
600335,"SUCCINIC ACIDEMIA"
600332,"RIPPLING MUSCLE DISEASE 1"
600333,"MOTOR NEURON DISEASE WITH DEMENTIA AND OPHTHALMOPLEGIA"
600330,"HAJDU-CHENEY SYNDROME"
600331,"PARC SYNDROME"
147686,"INTERLEUKIN 13 RECEPTOR, ALPHA-1"
147685,"FORKHEAD BOX K2"
607108,"PAIRED BOX GENE 6"
607109,"APOLIPOPROTEIN B mRNA-EDITING ENZYME, CATALYTIC POLYPEPTIDE-LIKE 3A"
600338,"ARYLACETAMIDE DEACETYLASE"
147681,"INTERLEUKIN 11"
614427,"TEASHIRT ZINC FINGER HOMEOBOX 1"
614426,"TELO2-INTERACTING PROTEIN 2"
608107,"FAMILIAL MEDITERRANEAN FEVER GENE"
608106,"IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 5"
614423,"TRANSMEMBRANE PROTEIN 237"
608100,"NFU1, S. CEREVISIAE, HOMOLOG OF"
614421,"WEAVER SYNDROME"
614420,"SYSTEMIC LUPUS ERYTHEMATOSUS 16"
608109,"PSEUDOURIDINE SYNTHASE 1"
608108,"CRANIOFACIAL DEVELOPMENT PROTEIN 1"
614429,"VENTRICULAR SEPTAL DEFECT 1"
614428,"TRANSCRIPTION FACTOR AP2-EPSILON"
606851,"CREE MENTAL RETARDATION SYNDROME"
301845,"BAZEX SYNDROME"
606853,"ATPase, H+ TRANSPORTING, LYSOSOMAL, 13-KD, V1 SUBUNIT G, ISOFORM 2"
606852,"PARKINSON DISEASE 10"
606855,"RELAXIN 3"
606854,"POLYMICROGYRIA, BILATERAL FRONTOPARIETAL"
606857,"GLUTAMATE-CYSTEINE LIGASE, CATALYTIC SUBUNIT"
606856,"PANCREATIC CANCER, SUSCEPTIBILITY TO, 1"
606859,"SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE"
606858,"MICROCEPHALY 1, PRIMARY, AUTOSOMAL RECESSIVE"
186591,"SYNTAXIN 4"
186590,"SYNTAXIN 1A"
180740,"SMALL NUCLEAR RIBONUCLEOPROTEIN, U1 SUBUNIT, 70-KD"
606275,"CHONDROITIN SULFATE PROTEOGLYCAN 4"
606274,"CASEIN KINASE I, GAMMA-1"
606277,"TOLL-INTERACTING PROTEIN"
606276,"CARTILAGE ACIDIC PROTEIN 1"
606271,"DISRUPTED IN SCHIZOPHRENIA 2"
606270,"TOLL-LIKE RECEPTOR 10"
606273,"EUKARYOTIC TRANSLATION INITIATION FACTOR 2B, SUBUNIT 3"
606272,"CYSTINOSIN"
613601,"EARLY REPOLARIZATION ASSOCIATED WITH VENTRICULAR FIBRILLATION"
606279,"ABI FAMILY MEMBER 3 BINDING PROTEIN"
606278,"F-BOX AND WD40 DOMAIN PROTEIN 7"
616371,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4"
616370,"MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 4"
616373,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 3"
616372,"DDB1- AND CUL4-ASSOCIATED FACTOR 4"
616375,"UNKEMPT FAMILY ZINC FINGER PROTEIN"
616377,"PROLINE DEHYDROGENASE (OXIDASE) 2"
616376,"MICRO RNA 656"
145680,"HYPERTHYROXINEMIA, DYSTRANSTHYRETINEMIC"
616378,"UBX DOMAIN PROTEIN 1"
180295,"RHABDOMYOSARCOMA, EMBRYONAL, 2"
180297,"RHESUS BLOOD GROUP-ASSOCIATED GLYCOPROTEIN"
610438,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 3"
610439,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 4"
617428,"CHROMOSOME 1 OPEN READING FRAME 43"
617429,"UBIQUITIN-CONJUGATING ENZYME E2Q FAMILY MEMBER 1"
617426,"CYSTEINE-RICH C-TERMINAL 1"
610435,"LYMPHOCYTE ANTIGEN 6 COMPLEX, LOCUS G6C"
610436,"ROTATIN"
617425,"IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES"
610430,"MACROGLOBULINEMIA, WALDENSTROM, SUSCEPTIBILITY TO, 2"
617423,"PROLINE-RICH PROTEIN 14"
610432,"RING FINGER PROTEIN 125"
610433,"LYMPHOCYTE ANTIGEN 6 COMPLEX, LOCUS G5B"
141300,"HEMIFACIAL ATROPHY, PROGRESSIVE"
603737,"OVARIAN GERM CELL CANCER"
603736,"OHDO SYNDROME, SBBYS VARIANT"
603735,"AMINE OXIDASE, COPPER-CONTAINING, 3"
603734,"INTERFERON REGULATORY FACTOR 3"
603733,"SOLUTE CARRIER FAMILY 43 (L-TYPE AMINO ACID TRANSPORTER), MEMBER 1"
603732,"CRYPTOCHROME 2"
615488,"KAT8 REGULATORY NSL COMPLEX, SUBUNIT 2"
603730,"SPHINGOSINE KINASE 1"
615486,"INTERSTITIAL LUNG AND LIVER DISEASE"
615487,"SMALL NUCLEOLAR RNA, H/ACA BOX, 2C"
615484,"PENTATRICOPEPTIDE REPEAT DOMAIN-CONTAINING PROTEIN 2"
615485,"BAINBRIDGE-ROPERS SYNDROME"
615482,"CILIARY DYSKINESIA, PRIMARY, 25"
615483,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5"
615480,"BLADDER CANCER-ASSOCIATED TRANSCRIPT 1, NONCODING"
615481,"CILIARY DYSKINESIA, PRIMARY, 24"
165350,"ELK1, MEMBER OF ETS ONCOGENE FAMILY"
266910,"RENAL DYSPLASIA-LIMB DEFECTS SYNDROME"
608174,"AUTOIMMUNE THYROID DISEASE, SUSCEPTIBILITY TO, 2"
604424,"HOMEODOMAIN-INTERACTING PROTEIN KINASE 3"
608175,"AUTOIMMUNE THYROID DISEASE, SUSCEPTIBILITY TO, 3"
109400,"BASAL CELL NEVUS SYNDROME"
605771,"COX7A2-LIKE PROTEIN"
605770,"ILVB-LIKE"
605773,"LEUKOTRIENE B4 RECEPTOR 2"
605772,"ESTROGEN RECEPTOR-BINDING SITE-ASSOCIATED ANTIGEN, 9"
605775,"KELCH-LIKE 3"
605774,"KELCH-LIKE 2"
605777,"SPHINGOMYELIN PHOSPHODIESTERASE 3, NEUTRAL MEMBRANE"
605776,"FIBRINOGEN-LIKE 1"
605779,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 7"
605778,"NIF3-LIKE 1"
616595,"ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 2"
616594,"ARF GTPase-ACTIVATING PROTEIN WITH SH3 DOMAIN, ANKYRIN REPEAT, AND PH DOMAIN 3"
616597,"ADP-RIBOSYLATION FACTOR-LIKE 8A"
616596,"ADP-RIBOSYLATION FACTOR-LIKE 8B"
616591,"ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 7C"
616590,"ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 5"
616593,"FAMILY WITH SEQUENCE SIMILARITY 132, MEMBER A"
616592,"KOSAKI OVERGROWTH SYNDROME"
616599,"BLOC1-RELATED COMPLEX, SUBUNIT 6"
616598,"BLOC1-RELATED COMPLEX, SUBUNIT 5"
612285,"JOUBERT SYNDROME 9"
612284,"MECKEL SYNDROME, TYPE 6"
612287,"NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 2"
612286,"NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 1"
612281,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 6"
612280,"FUCOSIDASE, ALPHA-L, 1"
612283,"PROTEIN C"
612282,"ZINC FINGER PROTEIN 804A"
612289,"PROGEROID SYNDROME, CONGENITAL, PETTY TYPE"
157960,"MOLONEY LEUKEMIA VIRUS INTEGRATION SITE 2, MOUSE, HOMOLOG OF"
246400,"LETTERER-SIWE DISEASE"
600365,"ACTIVE BCR-RELATED GENE"
600364,"GUANYLATE CYCLASE ACTIVATOR 1A"
611749,"ZINC FINGER RANBP2-TYPE DOMAIN-CONTAINING PROTEIN 1"
611748,"OTU DOMAIN-CONTAINING PROTEIN 7B"
614999,"CYTOCHROME P450, FAMILY 4, SUBFAMILY X, POLYPEPTIDE 1"
614998,"GATA ZINC FINGER DOMAIN-CONTAINING PROTEIN 2B"
611745,"VCP/p47 COMPLEX-INTERACTING PROTEIN 1"
614996,"MYELINATING SCHWANN CELL ELEMENT"
611747,"SIGNAL PEPTIDE-, CUB DOMAIN-, AND EGF-LIKE DOMAINS-CONTAINING PROTEIN 2"
614994,"CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE IG"
611741,"CATION CHANNEL, AMILORIDE-SENSITIVE, NEURONAL 3"
611740,"BETA-CAROTENE OXYGENASE 2"
614991,"UBIQUITIN CARBOXYL-TERMINAL ESTERASE L1, ANTISENSE"
614990,"USHER SYNDROME, TYPE IK"
146650,"INTER-ALPHA-TRYPSIN INHIBITOR, HEAVY CHAIN 3"
602014,"HYPOMAGNESEMIA 1, INTESTINAL"
612139,"PHOSPHATIDYLINOSITOL 3,4,5-TRISPHOSPHATE-DEPENDENT RAC EXCHANGER 2"
612138,"EPIDERMOLYSIS BULLOSA SIMPLEX WITH PYLORIC ATRESIA"
612137,"RING FINGER PROTEIN 146"
612136,"ENOYL COENZYME A HYDRATASE DOMAIN-CONTAINING PROTEIN 1"
612135,"CALCIUM-BINDING TYROSINE PHOSPHORYLATION-REGULATED PROTEIN"
612134,"GLUCURONIC ACID EPIMERASE"
612133,"TRANSCRIPTION FACTOR NFE4"
612132,"ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH T-CELL IMMUNODEFICIENCY, AUTOSOMAL DOMINANT"
612131,"SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY, MEMBER 9"
612130,"GENE AMPLIFIED IN ESOPHAGEAL CANCER 1"
605195,"MESODERM POSTERIOR BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR 2"
605194,"CRYPTIC PROTEIN"
605197,"KYNURENINASE"
605196,"COQ3, S. CEREVISIAE, HOMOLOG OF"
605191,"BTAF1 RNA POLYMERASE II, B-TFIID TRANSCRIPTION FACTOR-ASSOCIATED, 170-KD"
605190,"TRANSLOCATION-ASSOCIATING MEMBRANE PROTEIN 1"
605193,"DIRAS FAMILY, GTP-BINDING RAS-LIKE PROTEIN 3"
605192,"DEAFNESS, AUTOSOMAL DOMINANT 23"
605199,"SPLICING FACTOR, PROLINE- AND GLUTAMINE-RICH"
605198,"POLY(A) POLYMERASE-ASSOCIATED DOMAIN-CONTAINING PROTEIN 7"
613422,"POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 2"
613423,"POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 16"
613420,"POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 1"
613421,"POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 10"
613426,"CARDIOMYOPATHY, DILATED, 1S"
613427,"ANAPHASE-PROMOTING COMPLEX, SUBUNIT 16"
613424,"CARDIOMYOPATHY, DILATED, 1R"
613425,"CHROMOSOME 2 OPEN READING FRAME 71"
613428,"RETINITIS PIGMENTOSA 54"
613429,"HAUS AUGMIN-LIKE COMPLEX, SUBUNIT 2"
604828,"CHEMOKINE, C MOTIF, LIGAND 2"
604829,"DOWN SYNDROME CRITICAL REGION GENE 4"
604826,"FASCICULATION AND ELONGATION PROTEIN ZETA 2"
604827,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 7"
604824,"KLOTHO"
604825,"FASCICULATION AND ELONGATION PROTEIN ZETA 1"
604823,"BarH-LIKE HOMEOBOX GENE 2"
604820,"LEUKOCYTE IMMUNOGLOBULIN-LIKE RECEPTOR, SUBFAMILY B, MEMBER 3"
604821,"LEUKOCYTE IMMUNOGLOBULIN-LIKE RECEPTOR, SUBFAMILY B, MEMBER 4"
123560,"CRYPTOMICROTIA-BRACHYDACTYLY SYNDROME"
271150,"SPINAL MUSCULAR ATROPHY, TYPE IV"
610193,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 10"
610192,"GLIS FAMILY ZINC FINGER PROTEIN 3"
610191,"CARBOHYDRATE SULFOTRANSFERASE 9"
610190,"CARBOHYDRATE SULFOTRANSFERASE 8"
610197,"MEDIATOR COMPLEX SUBUNIT 25"
610196,"ELMO/CED12 DOMAIN-CONTAINING PROTEIN 2"
610195,"PROSTATE TUMOR OVEREXPRESSED GENE 1"
610194,"BETA-1,3-N-ACETYLGALACTOSAMINYLTRANSFERASE 2"
610199,"DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM"
610198,"3-METHYLGLUTACONIC ACIDURIA, TYPE V"
610665,"Fc FRAGMENT OF IgG, LOW AFFINITY IIIb, RECEPTOR FOR"
176760,"PROLACTIN"
610667,"UBIQUITIN CARBOXYL-TERMINAL HYDROLASE L5"
207600,"TAKAYASU ARTERITIS"
212780,"CENANI-LENZ SYNDACTYLY SYNDROME"
607849,"RETINOL DEHYDROGENASE 11"
607848,"RAB-INTERACTING LYSOSOMAL PROTEIN"
607841,"DEAFNESS, AUTOSOMAL DOMINANT 48"
607840,"N-ACETYLGLUCOSAMINE-1-PHOSPHOTRANSFERASE, ALPHA/BETA SUBUNITS"
607843,"PKHD1-LIKE 1"
607842,"AURAL ATRESIA, CONGENITAL"
607845,"EXPORTIN 5"
607844,"LEM DOMAIN-CONTAINING PROTEIN 3"
607847,"NEUTROPENIA, NONIMMUNE CHRONIC IDIOPATHIC, OF ADULTS"
607846,"METHYLTRANSFERASE-LIKE 2"
242890,"IMMUNOGLOBULIN D LEVEL IN PLASMA, LOW"
300241,"G PROTEIN-COUPLED RECEPTOR 34"
300240,"DYSKERATOSIS CONGENITA, X-LINKED"
300243,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE"
300242,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, BRAIN), MEMBER 14"
300245,"PTOSIS, HEREDITARY CONGENITAL 2"
300244,"TERMINAL OSSEOUS DYSPLASIA"
300247,"BONE MORPHOGENETIC PROTEIN 15"
300246,"PROTOCADHERIN 11, X-LINKED"
300249,"TRANSLOCASE OF INNER MITOCHONDRIAL MEMBRANE 17, YEAST, HOMOLOG OF, B"
300248,"INHIBITOR OF KAPPA LIGHT POLYPEPTIDE GENE ENHANCER IN B CELLS, KINASE OF, GAMMA"
616017,"TRIPARTITE MOTIF-CONTAINING PROTEIN 69"
200950,"ACID PHOSPHATASE DEFICIENCY"
153700,"MACULAR DYSTROPHY, VITELLIFORM, 2"
120131,"COLLAGEN, TYPE IV, ALPHA-4"
120130,"COLLAGEN, TYPE IV, ALPHA-1"
247410,"LYMPHEDEMA-HYPOPARATHYROIDISM SYNDROME"
305200,"EHLERS-DANLOS SYNDROME, TYPE V"
306950,"HERNIA, ANTERIOR DIAPHRAGMATIC"
154280,"SUPPRESSOR OF ANCHORAGE INDEPENDENCE 1"
609472,"CYCLIC NUCLEOTIDE-GATED CHANNEL, ALPHA-4"
609473,"CINGULIN, XENOPUS, HOMOLOG OF"
609470,"LEFT VENTRICULAR NONCOMPACTION 2"
609471,"GLUCOSIDASE, BETA, ACID 2"
609476,"NEMO-LIKE KINASE"
609477,"SINGLE-PASS MEMBRANE PROTEIN WITH COILED-COIL DOMAINS 4"
609474,"NEURONAL PENTRAXIN RECEPTOR"
609475,"A-KINASE ANCHOR PROTEIN 8-LIKE PROTEIN"
609478,"ST8 ALPHA-N-ACETYL-NEURAMINIDE ALPHA-2,8-SIALYLTRANSFERASE 3"
609479,"LEUCINE ZIPPER- AND STERILE ALPHA MOTIF-CONTAINING KINASE"
158700,"AMYOTROPHIC LATERAL SCLEROSIS 1"
190320,"TRICHODENTOOSSEOUS SYNDROME"
176690,"PROGEROID SHORT STATURE WITH PIGMENTED NEVI"
269800,"SENILE PLAQUE FORMATION"
156620,"MICROCEPHALY-DEAFNESS SYNDROME"
604413,"T-CELL LEUKEMIA/LYMPHOMA 6"
604412,"T-CELL LEUKEMIA/LYMPHOMA 6"
604411,"INNER CENTROMERE PROTEIN"
604410,"SIALIC ACID-BINDING IMMUNOGLOBULIN-LIKE LECTIN 7"
179840,"RETICULAR DYSTROPHY OF RETINAL PIGMENT EPITHELIUM"
601421,"LYSYL-tRNA SYNTHETASE"
601420,"MICROCEPHALY, CORPUS CALLOSUM DYSGENESIS, AND CLEFT LIP/PALATE"
604415,"SIX-TRANSMEMBRANE EPITHELIAL ANTIGEN OF PROSTATE"
601422,"LEUCINE ZIPPER PROTEIN 1"
137050,"GAMMA-A-GLOBULIN, DEFECT IN ASSEMBLY OF"
601428,"RNA, U4ATAC SMALL NUCLEAR"
221300,"DEAFNESS, CONDUCTIVE, WITH MALFORMED EXTERNAL EAR"
258480,"OPSISMODYSPLASIA"
151390,"LIM DOMAIN ONLY 2"
305980,"SOLUTE CARRIER FAMILY 2 (FACILITATED GLUCOSE TRANSPORTER), MEMBER 1"
609719,"LHFP-LIKE PROTEIN 3"
108746,"ATPase, H+ TRANSPORTING, LYSOSOMAL, 31-KD, V1 SUBUNIT E, ISOFORM 1"
216900,"ACHROMATOPSIA 2"
609999,"SYNAPSE DIFFERENTIATION-INDUCED GENE 1-LIKE"
609998,"HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 3"
217050,"COMPLEMENT COMPONENT 6"
609991,"FIBRONECTIN TYPE III DOMAIN-CONTAINING PROTEIN 1"
609990,"TRICHOSCYPHODYSPLASIA"
609993,"OSTEOSCLEROSIS WITH ICHTHYOSIS AND PREMATURE OVARIAN FAILURE"
609992,"PROCESSING OF PRECURSOR 5, S. CEREVISIAE, HOMOLOG OF"
609995,"MYOPIA 12, AUTOSOMAL DOMINANT"
609994,"MYOPIA 11, AUTOSOMAL DOMINANT"
609997,"HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 2"
609996,"COLLAGEN, TYPE XXVIII, ALPHA-1"
214500,"CHEDIAK-HIGASHI SYNDROME"
114450,"CANCER, FAMILIAL, WITH IN VITRO RADIORESISTANCE"
104260,"ALPHA-2B-ADRENERGIC RECEPTOR"
141850,"HEMOGLOBIN--ALPHA LOCUS 2"
301220,"PIGMENTARY DISORDER, RETICULATE, WITH SYSTEMIC MANIFESTATIONS, X-LINKED"
106280,"ANKYLOGLOSSIA"
160500,"MYOPATHY, DISTAL, 1"
191155,"TRANSMEMBRANE 4 SUPERFAMILY, MEMBER 1"
194300,"WOOLLY HAIR, AUTOSOMAL DOMINANT"
616928,"TRANSMEMBRANE PROTEIN 45A"
616929,"TRANSCRIPTION TERMINATION FACTOR 2, MITOCHONDRIAL"
616924,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2CC"
616925,"DDHRS4 ANTISENSE RNA 1, NONCODING"
616926,"FXYD DOMAIN-CONTAINING ION TRANSPORT REGULATOR 4"
616927,"EXOCYST COMPLEX COMPONENT 3-LIKE 2"
616920,"HEART AND BRAIN MALFORMATION SYNDROME"
616921,"DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET"
616922,"STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2"
616923,"RING FINGER PROTEIN 207"
105600,"ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE III"
102370,"ACROMICRIC DYSPLASIA"
520100,"DIARRHEA, CHRONIC, WITH VILLOUS ATROPHY"
112200,"BLUE RUBBER BLEB NEVUS"
112203,"CD80 ANTIGEN"
112205,"CD79A ANTIGEN"
146850,"IMMUNE SUPPRESSION"
600680,"CEROID LIPOFUSCINOSIS, NEURONAL, 1"
137190,"GAMMA-AMINOBUTYRIC ACID RECEPTOR, BETA-1"
137192,"GAMMA-AMINOBUTYRIC ACID RECEPTOR, BETA-3"
147180,"IMMUNOGLOBULIN: HEAVY EPSILON CHAIN"
147183,"RECOMBINATION SIGNAL-BINDING PROTEIN FOR IMMUNOGLOBULIN KAPPA J REGION"
142350,"HERNIA, DOUBLE INGUINAL"
147185,"IMMUNOGLOBULIN KAPPA VARIABLE 1/OR2-108"
226670,"EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCULAR DYSTROPHY"
604664,"INTERFERON-GAMMA-INDUCIBLE PROTEIN 30"
604665,"COP9 SIGNALOSOME, SUBUNIT 3"
604666,"MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 4"
604667,"CALCIUM-DEPENDENT ACTIVATOR PROTEIN FOR SECRETION"
604660,"POTASSIUM CHANNEL-INTERACTING PROTEIN 1"
604661,"POTASSIUM CHANNEL-INTERACTING PROTEIN 2"
604662,"POTASSIUM CHANNEL-INTERACTING PROTEIN 3"
604663,"WINGLESS-TYPE MMTV INTEGRATION SITE FAMILY, MEMBER 6"
604668,"ZINC FINGER PROTEIN 264"
604669,"POLYCYSTIN 2-LIKE 2"
108110,"ARTHROGRYPOSIS, DISTAL, TYPE 1A"
275250,"TONGUE, PIGMENTED FUNGIFORM PAPILLAE OF"
232800,"GLYCOGEN STORAGE DISEASE VII"
147720,"INTERLEUKIN 1-BETA"
612719,"6-PYRUVOYL-TETRAHYDROPTERIN SYNTHASE"
612718,"CEREBRAL CREATINE DEFICIENCY SYNDROME 3"
612717,"MYOPIA 15, AUTOSOMAL DOMINANT"
612716,"DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY"
612715,"DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 2"
612714,"EXOCRINE PANCREATIC INSUFFICIENCY, DYSERYTHROPOIETIC ANEMIA, AND CALVARIAL HYPEROSTOSIS"
612713,"KAHRIZI SYNDROME"
612712,"LEBER CONGENITAL AMAUROSIS 13"
612711,"GRIP AND COILED-COIL DOMAIN-CONTAINING PROTEIN 2"
612710,"RANBP2-LIKE AND GRIP DOMAIN-CONTAINING PROTEIN 7"
143400,"CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 2"
614388,"ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1"
614389,"PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 1"
614382,"BACTEREMIA, SUSCEPTIBILITY TO, 1"
614383,"BACTEREMIA, SUSCEPTIBILITY TO, 2"
614380,"COMPLEMENT COMPONENT 4A DEFICIENCY"
614381,"LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM"
614386,"PROLINE-RICH TRANSMEMBRANE PROTEIN 2"
614387,"ZINC FINGER PROTEIN 526"
614384,"MICRO RNA 492"
614385,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 7"
244300,"KAPUR-TORIELLO SYNDROME"
607315,"CALCIUM-BINDING PROTEIN 5"
607314,"CALCIUM-BINDING PROTEIN 2"
607317,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4"
607316,"CALCIUM-BINDING PROTEIN 5"
607311,"PROGESTERONE RECEPTOR"
607310,"A DISINTEGRIN AND METALLOPROTEINASE DOMAIN 7"
607313,"GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 1"
607312,"ZINC FINGER CCCH DOMAIN-CONTAINING ANTIVIRAL PROTEIN 1"
188700,"BLOUNT DISEASE, INFANTILE"
607319,"SCM-LIKE PROTEIN WITH 4 MBT DOMAINS 1"
607318,"LYSYL OXIDASE-LIKE 4"
614654,"COENZYME Q10 DEFICIENCY, PRIMARY, 5"
614655,"STUTTERING, FAMILIAL PERSISTENT, 3"
614656,"PALADIN1"
614657,"ANGIOMOTIN-LIKE 1"
614650,"COENZYME Q10 DEFICIENCY, PRIMARY, 6"
614651,"COENZYME Q10 DEFICIENCY, PRIMARY, 2"
614652,"COENZYME Q10 DEFICIENCY, PRIMARY, 3"
614653,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI"
614658,"ANGIOMOTIN-LIKE 2"
614659,"FAMILY WITH SEQUENCE SIMILARITY 123, MEMBER A"
613398,"WARSAW BREAKAGE SYNDROME"
613399,"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 3"
613394,"MICRO RNA 138-1"
613395,"MICRO RNA 138-2"
